Step: [1/63528] train_min_loss: [3.4968] train_acc: [0.0600] test_min_loss: [3.6931] test_acc: [0.0400]
Step: [251/63528] train_min_loss: [1.8245] train_acc: [0.3800] test_min_loss: [2.3981] test_acc: [0.2100]
Step: [501/63528] train_min_loss: [1.8172] train_acc: [0.3900] test_min_loss: [2.6688] test_acc: [0.1500]
Step: [751/63528] train_min_loss: [1.5659] train_acc: [0.5400] test_min_loss: [2.9410] test_acc: [0.1400]
Step: [1001/63528] train_min_loss: [1.4222] train_acc: [0.5100] test_min_loss: [2.8002] test_acc: [0.2300]
Step: [1251/63528] train_min_loss: [1.3147] train_acc: [0.5300] test_min_loss: [2.7870] test_acc: [0.2100]
Step: [1501/63528] train_min_loss: [1.1325] train_acc: [0.6200] test_min_loss: [3.2187] test_acc: [0.2000]
Step: [1751/63528] train_min_loss: [1.0082] train_acc: [0.6400] test_min_loss: [3.9565] test_acc: [0.1300]
Step: [2001/63528] train_min_loss: [0.9105] train_acc: [0.7200] test_min_loss: [3.1603] test_acc: [0.2900]
Step: [2251/63528] train_min_loss: [0.7274] train_acc: [0.7400] test_min_loss: [4.0716] test_acc: [0.1700]
Step: [2501/63528] train_min_loss: [0.8537] train_acc: [0.7400] test_min_loss: [5.1331] test_acc: [0.1500]
Step: [2751/63528] train_min_loss: [0.6228] train_acc: [0.7800] test_min_loss: [4.2914] test_acc: [0.2000]
Step: [3001/63528] train_min_loss: [0.5106] train_acc: [0.8400] test_min_loss: [5.8102] test_acc: [0.1800]
Step: [3251/63528] train_min_loss: [0.5445] train_acc: [0.7900] test_min_loss: [4.3498] test_acc: [0.2400]
Step: [3501/63528] train_min_loss: [0.6744] train_acc: [0.7800] test_min_loss: [5.2230] test_acc: [0.2500]
Step: [3751/63528] train_min_loss: [0.4918] train_acc: [0.8500] test_min_loss: [5.8161] test_acc: [0.1700]
Step: [4001/63528] train_min_loss: [0.4654] train_acc: [0.8500] test_min_loss: [5.7583] test_acc: [0.1900]
Step: [4251/63528] train_min_loss: [0.3177] train_acc: [0.8600] test_min_loss: [5.5730] test_acc: [0.1700]
Step: [4501/63528] train_min_loss: [0.4466] train_acc: [0.8400] test_min_loss: [5.9380] test_acc: [0.1700]
Step: [4751/63528] train_min_loss: [0.5568] train_acc: [0.8500] test_min_loss: [5.7483] test_acc: [0.2500]
Step: [5001/63528] train_min_loss: [0.3814] train_acc: [0.9000] test_min_loss: [6.9794] test_acc: [0.1900]
Step: [5251/63528] train_min_loss: [0.5090] train_acc: [0.8200] test_min_loss: [6.1385] test_acc: [0.2400]
Step: [5501/63528] train_min_loss: [0.3070] train_acc: [0.8900] test_min_loss: [6.8525] test_acc: [0.1800]
Step: [5751/63528] train_min_loss: [0.2909] train_acc: [0.8900] test_min_loss: [6.8056] test_acc: [0.2600]
Step: [6001/63528] train_min_loss: [0.2108] train_acc: [0.9400] test_min_loss: [7.0117] test_acc: [0.1900]
Step: [6251/63528] train_min_loss: [0.2796] train_acc: [0.9300] test_min_loss: [7.6103] test_acc: [0.1300]
Step: [6501/63528] train_min_loss: [0.2890] train_acc: [0.9100] test_min_loss: [7.2718] test_acc: [0.1900]
Step: [6751/63528] train_min_loss: [0.3232] train_acc: [0.8900] test_min_loss: [6.7895] test_acc: [0.1400]
Step: [7001/63528] train_min_loss: [0.2592] train_acc: [0.9100] test_min_loss: [8.8968] test_acc: [0.2000]
Step: [7251/63528] train_min_loss: [0.4922] train_acc: [0.9200] test_min_loss: [8.2325] test_acc: [0.1500]
Step: [7501/63528] train_min_loss: [0.3845] train_acc: [0.8500] test_min_loss: [8.1382] test_acc: [0.1600]
Step: [7751/63528] train_min_loss: [0.2494] train_acc: [0.9000] test_min_loss: [7.9888] test_acc: [0.2100]
Step: [8001/63528] train_min_loss: [0.1426] train_acc: [0.9600] test_min_loss: [8.0617] test_acc: [0.2200]
Step: [8251/63528] train_min_loss: [0.2918] train_acc: [0.8900] test_min_loss: [8.8805] test_acc: [0.2100]
Step: [8501/63528] train_min_loss: [0.2689] train_acc: [0.9000] test_min_loss: [8.4447] test_acc: [0.1400]
Step: [8751/63528] train_min_loss: [0.2063] train_acc: [0.9300] test_min_loss: [9.1803] test_acc: [0.1600]
Step: [9001/63528] train_min_loss: [0.3409] train_acc: [0.9000] test_min_loss: [9.4008] test_acc: [0.2000]
Step: [9251/63528] train_min_loss: [0.2131] train_acc: [0.9300] test_min_loss: [8.4983] test_acc: [0.2600]
Step: [9501/63528] train_min_loss: [0.2312] train_acc: [0.9300] test_min_loss: [8.4060] test_acc: [0.2200]
Step: [9751/63528] train_min_loss: [0.1509] train_acc: [0.9500] test_min_loss: [9.1479] test_acc: [0.1600]
Step: [10001/63528] train_min_loss: [0.2491] train_acc: [0.9000] test_min_loss: [11.5025] test_acc: [0.0700]
Step: [10251/63528] train_min_loss: [0.3689] train_acc: [0.8800] test_min_loss: [10.7854] test_acc: [0.1900]
Step: [10501/63528] train_min_loss: [0.1695] train_acc: [0.9200] test_min_loss: [11.0207] test_acc: [0.1700]
Step: [10751/63528] train_min_loss: [0.1940] train_acc: [0.9300] test_min_loss: [9.6108] test_acc: [0.2200]
Step: [11001/63528] train_min_loss: [0.1754] train_acc: [0.9600] test_min_loss: [11.1042] test_acc: [0.2100]
Step: [11251/63528] train_min_loss: [0.3739] train_acc: [0.8900] test_min_loss: [10.4565] test_acc: [0.2000]
Step: [11501/63528] train_min_loss: [0.1750] train_acc: [0.9400] test_min_loss: [11.4429] test_acc: [0.1800]
Step: [11751/63528] train_min_loss: [0.3076] train_acc: [0.8900] test_min_loss: [10.4782] test_acc: [0.1800]
Step: [12001/63528] train_min_loss: [0.1926] train_acc: [0.9400] test_min_loss: [12.2983] test_acc: [0.1300]
Step: [12251/63528] train_min_loss: [0.1325] train_acc: [0.9600] test_min_loss: [10.2928] test_acc: [0.2300]
Step: [12501/63528] train_min_loss: [0.2865] train_acc: [0.9500] test_min_loss: [11.1573] test_acc: [0.1700]
Step: [12751/63528] train_min_loss: [0.1852] train_acc: [0.9100] test_min_loss: [11.6404] test_acc: [0.1400]
Step: [13001/63528] train_min_loss: [0.0709] train_acc: [0.9800] test_min_loss: [12.2098] test_acc: [0.1900]
Step: [13251/63528] train_min_loss: [0.1270] train_acc: [0.9600] test_min_loss: [9.7763] test_acc: [0.2000]
Step: [13501/63528] train_min_loss: [0.2370] train_acc: [0.9400] test_min_loss: [13.5053] test_acc: [0.1300]
Step: [13751/63528] train_min_loss: [0.0716] train_acc: [0.9800] test_min_loss: [10.5782] test_acc: [0.2600]
Step: [14001/63528] train_min_loss: [0.1487] train_acc: [0.9600] test_min_loss: [13.3015] test_acc: [0.1400]
Step: [14251/63528] train_min_loss: [0.0881] train_acc: [0.9800] test_min_loss: [12.2338] test_acc: [0.2000]
Step: [14501/63528] train_min_loss: [0.2021] train_acc: [0.9100] test_min_loss: [13.6609] test_acc: [0.1200]
Step: [14751/63528] train_min_loss: [0.0989] train_acc: [0.9800] test_min_loss: [12.0707] test_acc: [0.1900]
Step: [15001/63528] train_min_loss: [0.1193] train_acc: [0.9400] test_min_loss: [11.9634] test_acc: [0.2300]
Step: [15251/63528] train_min_loss: [0.1191] train_acc: [0.9600] test_min_loss: [12.5363] test_acc: [0.2000]
Step: [15501/63528] train_min_loss: [0.1280] train_acc: [0.9600] test_min_loss: [11.1942] test_acc: [0.2400]
Step: [15751/63528] train_min_loss: [0.1232] train_acc: [0.9700] test_min_loss: [12.7269] test_acc: [0.1200]
Step: [16001/63528] train_min_loss: [0.1482] train_acc: [0.9400] test_min_loss: [11.5440] test_acc: [0.2100]
Step: [16251/63528] train_min_loss: [0.2025] train_acc: [0.9300] test_min_loss: [12.4948] test_acc: [0.1700]
Step: [16501/63528] train_min_loss: [0.0975] train_acc: [0.9600] test_min_loss: [12.0988] test_acc: [0.2600]
Step: [16751/63528] train_min_loss: [0.1079] train_acc: [0.9600] test_min_loss: [11.7669] test_acc: [0.2000]
Step: [17001/63528] train_min_loss: [0.1164] train_acc: [0.9600] test_min_loss: [13.6591] test_acc: [0.1600]
Step: [17251/63528] train_min_loss: [0.0950] train_acc: [0.9800] test_min_loss: [10.6492] test_acc: [0.2900]
Step: [17501/63528] train_min_loss: [0.0692] train_acc: [0.9700] test_min_loss: [11.1792] test_acc: [0.2300]
Step: [17751/63528] train_min_loss: [0.1199] train_acc: [0.9700] test_min_loss: [12.9194] test_acc: [0.2300]
Step: [18001/63528] train_min_loss: [0.2640] train_acc: [0.9000] test_min_loss: [14.1622] test_acc: [0.1600]
Step: [18251/63528] train_min_loss: [0.1242] train_acc: [0.9600] test_min_loss: [15.8430] test_acc: [0.1600]
Step: [18501/63528] train_min_loss: [0.3156] train_acc: [0.9300] test_min_loss: [13.0842] test_acc: [0.2300]
Step: [18751/63528] train_min_loss: [0.1571] train_acc: [0.9500] test_min_loss: [13.1425] test_acc: [0.2400]
Step: [19001/63528] train_min_loss: [0.1790] train_acc: [0.9400] test_min_loss: [12.9138] test_acc: [0.2000]
Step: [19251/63528] train_min_loss: [0.0755] train_acc: [0.9600] test_min_loss: [14.0081] test_acc: [0.1700]
Step: [19501/63528] train_min_loss: [0.1017] train_acc: [0.9600] test_min_loss: [13.2877] test_acc: [0.1900]
Step: [19751/63528] train_min_loss: [0.0843] train_acc: [0.9600] test_min_loss: [13.8665] test_acc: [0.2200]
Step: [20001/63528] train_min_loss: [0.1714] train_acc: [0.9400] test_min_loss: [15.2795] test_acc: [0.2300]
Step: [20251/63528] train_min_loss: [0.1674] train_acc: [0.9600] test_min_loss: [13.3533] test_acc: [0.1400]
